UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode
4,January 08 2018,DOG,Mixed/Other,4,M,FALSE,Brooklyn,11231
6,January 03 2018,DOG,BASENJI,4,M,FALSE,Brooklyn,11231
9,January 04 2018,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,FALSE,Brooklyn,11235
10,January 10 2018,DOG,MIXED,3,F,FALSE,Brooklyn,11208
12,January 07 2018,DOG,Yorkshire Terrier Crossbreed,7,M,TRUE,Brooklyn,11208
13,January 06 2018,DOG,Great Dane,6,F,TRUE,Brooklyn,
15,January 09 2018,DOG,Labradoodle,5,F,TRUE,Brooklyn,11238
19,January 13 2018,DOG,MIXED,7,M,FALSE,Brooklyn,11237
21,January 15 2018,DOG,"Poodle, Miniature",8,M,TRUE,Brooklyn,11217
22,January 13 2018,DOG,American Pit Bull Terrier/Pit Bull,11,F,TRUE,Brooklyn,11236
26,January 18 2018,DOG,Pekingese,3,M,TRUE,Brooklyn,11220
27,January 08 2018,DOG,POODLE X,13,M,TRUE,Brooklyn,11215
28,January 18 2018,DOG,Labrador Retriever Crossbreed,11,M,TRUE,Brooklyn,11214
29,January 18 2018,DOG,American Pit Bull Terrier/Pit Bull,2,F,TRUE,Brooklyn,11230
30,January 17 2018,DOG,Dachshund Smooth Coat,2,M,FALSE,Brooklyn,11211
32,January 21 2018,DOG,,2,M,TRUE,Brooklyn,11231
35,January 23 2018,DOG,Chihuahua,4,M,FALSE,Brooklyn,11205
39,January 28 2018,DOG,Pug,8,M,TRUE,Brooklyn,11223
42,January 29 2018,DOG,Mixed/Other,7,F,FALSE,Brooklyn,11232
44,January 28 2018,DOG,MINATURE PINSCHER X,8,M,FALSE,Brooklyn,11214
45,February 01 2018,DOG,TERRIER CROSS,4,M,FALSE,Brooklyn,11233
47,February 01 2018,DOG,"Dachshund, Wirehaired, Miniature",10,M,FALSE,Brooklyn,
48,January 29 2018,DOG,AMERICAN STAFF X,3,M,TRUE,Brooklyn,11201
51,February 05 2018,DOG,German Shepherd,1,M,FALSE,Brooklyn,11236
55,January 29 2018,DOG,MIXED,5,M,FALSE,Brooklyn,11236
58,February 09 2018,DOG,Chihuahua,9,M,FALSE,Brooklyn,11233
59,February 07 2018,DOG,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Brooklyn,11216
61,February 05 2018,DOG,American Pit Bull Mix / Pit Bull Mix,6,M,FALSE,Brooklyn,11234
62,February 12 2018,DOG,German Shepherd,3,M,FALSE,Brooklyn,11235
64,February 10 2018,DOG,Labrador Retriever,5,M,TRUE,Brooklyn,11239
66,February 16 2018,DOG,SHIH TZU X,9,M,FALSE,Brooklyn,11236
67,February 14 2018,DOG,CANE CORSO/BLUE NOSED PIT BULLX,10,M,FALSE,Brooklyn,11216
68,February 18 2018,DOG,POMERANIAN MIX,8,M,FALSE,Brooklyn,
70,February 20 2018,DOG,BORDER COLLIE MIX,3,F,FALSE,Brooklyn,11216
71,February 16 2018,DOG,Beagle Crossbreed,4,F,TRUE,Brooklyn,11209
72,February 19 2018,DOG,American Pit Bull Mix / Pit Bull Mix,2,M,FALSE,Brooklyn,11212
73,February 17 2018,DOG,POODLE MIX,4,M,TRUE,Brooklyn,11230
75,February 17 2018,DOG,MIXED BREED,2,F,TRUE,Brooklyn,11201
77,February 07 2018,DOG,Labrador Retriever Crossbreed,4,F,TRUE,Brooklyn,11219
78,February 09 2018,DOG,Chihuahua,7,M,TRUE,Brooklyn,11214
79,February 22 2018,DOG,American Pit Bull Terrier/Pit Bull,2,F,FALSE,Brooklyn,11233
80,February 24 2018,DOG,Pit Bull,3,F,TRUE,Brooklyn,11236
83,February 25 2018,DOG,Pit Bull,3,M,FALSE,Brooklyn,11218
84,February 26 2018,DOG,MINI PINSCHER/POMERANIAN X,8,M,TRUE,Brooklyn,11214
85,February 27 2018,DOG,Pit Bull,3,F,FALSE,Brooklyn,11208
86,February 26 2018,DOG,"Poodle, Standard",5,F,FALSE,Brooklyn,11220
88,February 26 2018,DOG,Labradoodle,8,M,TRUE,Brooklyn,11201
90,March 03 2018,DOG,Australian Silky Terrier,6,M,TRUE,Brooklyn,11208
91,March 02 2018,DOG,Cocker Spaniel,2,M,FALSE,Brooklyn,11209
93,March 04 2018,DOG,Siberian Husky,5,F,TRUE,Brooklyn,11234
94,March 05 2018,DOG,MIXED BREED,3,M,FALSE,Brooklyn,11225
95,March 04 2018,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,TRUE,Brooklyn,
96,February 28 2018,DOG,SHEPHERD/POINTER X,1,M,TRUE,Brooklyn,11209
100,March 06 2018,DOG,MIXED BREED,13,M,TRUE,Brooklyn,11229
101,March 03 2018,DOG,TERRIER MIX,5,M,FALSE,Brooklyn,11234
105,March 11 2018,DOG,Pit Bull,2,F,TRUE,Brooklyn,11234
106,March 12 2018,DOG,Siberian Husky,2,M,FALSE,Brooklyn,11219
107,March 11 2018,DOG,Pit Bull,0.33,F,FALSE,Brooklyn,11231
108,March 09 2018,DOG,Labrador Retriever,0.19,M,FALSE,Brooklyn,11222
109,March 15 2018,DOG,Beagle,7,M,TRUE,Brooklyn,11220
111,March 17 2018,DOG,Rottweiler,4,M,TRUE,Brooklyn,11206
112,March 17 2018,DOG,Labrador Retriever Crossbreed,2,M,TRUE,Brooklyn,11223
113,March 18 2018,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Brooklyn,11216
114,March 18 2018,DOG,MIXED BREED,11,F,FALSE,Brooklyn,11211
115,March 18 2018,DOG,MIXED BREED,9,U,FALSE,Brooklyn,11208
116,March 17 2018,DOG,MIXED BREED,2,F,FALSE,Brooklyn,11203
117,March 11 2018,DOG,MIXED BREED,6,F,TRUE,Brooklyn,11206
121,March 21 2018,DOG,Maltese,0.625,F,FALSE,Brooklyn,11216
122,March 11 2018,DOG,Lhasa Apso,1,M,FALSE,Brooklyn,11226
123,March 26 2018,DOG,CORGI-CHIHUAHUA X,11,M,TRUE,Brooklyn,11225
124,March 22 2018,DOG,Puggle,9,M,FALSE,Brooklyn,11204
125,March 25 2018,DOG,ENGLISH STAFFORDSHIRE TERRIER,1,M,TRUE,Brooklyn,11215
126,March 23 2018,DOG,MIXED BREED,8,M,TRUE,Brooklyn,11218
129,March 23 2018,DOG,Shih Tzu,13,F,FALSE,Brooklyn,11209
134,March 28 2018,DOG,American Pit Bull Mix / Pit Bull Mix,4,F,TRUE,Brooklyn,11221
135,March 29 2018,DOG,Shih Tzu,2,F,FALSE,Brooklyn,11237
136,March 30 2018,DOG,BICHON / POODLE MIX,11,M,FALSE,Brooklyn,11226
138,March 31 2018,DOG,Maltese,11,M,TRUE,Brooklyn,11215
139,April 04 2018,DOG,MIXED BREED,4,F,FALSE,Brooklyn,11208
140,March 31 2018,DOG,MALTESE/ SHIH TZU X,3,M,FALSE,Brooklyn,11234
141,March 31 2018,DOG,SIBERIAN HUSKY X,4,M,FALSE,Brooklyn,11214
142,April 04 2018,DOG,MIXED BREED,10,M,FALSE,Brooklyn,11207
143,April 04 2018,DOG,MIXED BREED,10,M,FALSE,Brooklyn,11207
144,April 03 2018,DOG,MIXED BREED,3,M,FALSE,Brooklyn,11237
145,April 04 2018,DOG,MIXED BREED,3,M,FALSE,Brooklyn,11237
146,March 29 2018,DOG,MIXED BREED,4,M,FALSE,Brooklyn,11216
147,April 04 2018,DOG,MIXED BREED,4,M,FALSE,Brooklyn,11216
148,April 08 2018,DOG,MIXED BREED,2,M,FALSE,Brooklyn,11249
149,April 08 2018,DOG,MIXED BREED,2,M,FALSE,Brooklyn,11249
150,April 07 2018,DOG,Akita,4,M,FALSE,Brooklyn,11207
151,April 08 2018,DOG,SHIH TZU X,3,M,FALSE,Brooklyn,
152,April 08 2018,DOG,RAT TERRIER MIX,1,U,TRUE,Brooklyn,11211
153,April 09 2018,DOG,BOSTON TERRIER/CHIHUAHUA,6,F,TRUE,Brooklyn,11201
154,April 09 2018,DOG,German Shepherd Crossbreed,3,M,TRUE,Brooklyn,11221
157,April 08 2018,DOG,MIXED BREED,3,M,TRUE,Brooklyn,11238
158,April 09 2018,DOG,Siberian Husky,1,M,TRUE,Brooklyn,11238
159,April 10 2018,DOG,Shih Tzu,6,M,TRUE,Brooklyn,
161,April 10 2018,DOG,Maltese,10,F,TRUE,Brooklyn,11223
162,April 02 2018,DOG,MIXED,6,F,TRUE,Brooklyn,11218
163,April 08 2018,DOG,Yorkshire Terrier Crossbreed,6,M,FALSE,Brooklyn,11221
165,April 07 2018,DOG,American Pit Bull Terrier/Pit Bull,1,M,FALSE,Brooklyn,11230
166,April 14 2018,DOG,Cane Corso,9,F,FALSE,Brooklyn,11234
167,April 16 2018,DOG,Dachshund Smooth Coat,12,F,TRUE,Brooklyn,11249
168,April 16 2018,DOG,Rottweiler,2,M,TRUE,Brooklyn,11208
171,April 10 2018,DOG,MALTESE/ SHIH TZU,1,M,TRUE,Brooklyn,11201
174,April 18 2018,DOG,MIXED,2,M,FALSE,Brooklyn,11236
176,April 19 2018,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,FALSE,Brooklyn,11206
177,April 21 2018,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Brooklyn,11231
178,April 23 2018,DOG,Shih Tzu,7,M,FALSE,Brooklyn,11229
180,April 23 2018,DOG,MIXED,8,M,FALSE,Brooklyn,11208
183,April 23 2018,DOG,German Shepherd,2,M,TRUE,Brooklyn,11230
184,April 24 2018,DOG,German Shepherd Crossbreed,8,M,TRUE,Brooklyn,11226
193,April 02 2018,DOG,LHASA APSO/POODLE X,5,F,TRUE,Brooklyn,11210
195,April 27 2018,DOG,MIXED BREED,5,M,FALSE,Brooklyn,11203
196,April 25 2018,DOG,ASIAN SHEPERD,2,M,TRUE,Brooklyn,11204
197,May 01 2018,DOG,German Shepherd,9,M,TRUE,Brooklyn,11230
198,April 29 2018,DOG,MIXED,2,F,TRUE,Brooklyn,11232
200,April 14 2018,DOG,Mixed/Other,4,M,FALSE,Brooklyn,
201,May 01 2018,DOG,Golden Retriever,1,M,FALSE,Brooklyn,11230
202,May 02 2018,DOG,American Pit Bull Mix / Pit Bull Mix,4,F,FALSE,Brooklyn,11220
204,May 02 2018,DOG,Labrador Retriever Crossbreed,5,M,TRUE,Brooklyn,11222
210,May 04 2018,DOG,Yorkshire Terrier,15,M,TRUE,Brooklyn,11214
211,May 07 2018,DOG,PIT BULL/LAB X,8,F,FALSE,Brooklyn,11203
213,May 07 2018,DOG,Yorkshire Terrier,1,F,FALSE,Brooklyn,11207
216,May 08 2018,DOG,Rottweiler,1,M,TRUE,Brooklyn,11236
217,May 01 2018,DOG,German Shepherd Crossbreed,15,M,TRUE,Brooklyn,11238
221,May 09 2018,DOG,AUSTRALIAN CATTLEDOG,6,F,TRUE,Brooklyn,11226
222,May 10 2018,DOG,Yorkshire Terrier Crossbreed,7,F,FALSE,Brooklyn,11205
225,May 14 2018,DOG,Beagle Crossbreed,4,M,TRUE,Brooklyn,11225
226,May 12 2018,DOG,"Bull Dog, French",2,M,TRUE,Brooklyn,11235
227,May 15 2018,DOG,MIXED BREED,8,M,FALSE,Brooklyn,11208
232,April 17 2018,DOG,Cane Corso,1,F,FALSE,Brooklyn,11236
233,May 17 2018,DOG,Labrador Retriever Crossbreed,3,M,TRUE,Brooklyn,11201
235,May 20 2018,DOG,MIXED BREED,1,M,FALSE,Brooklyn,11236
238,May 20 2018,DOG,American Pit Bull Terrier/Pit Bull,4,F,FALSE,Brooklyn,11221
243,May 23 2018,DOG,Cocker Spaniel,6,F,FALSE,Brooklyn,11224
245,May 24 2018,DOG,CHOW CHOW X,4,F,TRUE,Brooklyn,11217
246,May 24 2018,DOG,CHOW CHOW X,4,F,TRUE,Brooklyn,11217
247,May 28 2018,DOG,LARGE MIXED BREED,6,F,FALSE,Brooklyn,11216
250,May 26 2018,DOG,AMERICAN BULLY,1,M,FALSE,Brooklyn,11208
253,May 24 2018,DOG,MIXED BREED,1,M,FALSE,Brooklyn,11216
254,May 27 2018,DOG,Golden Retriever,8,F,FALSE,Brooklyn,
256,May 24 2018,DOG,American Pit Bull Terrier/Pit Bull,5,M,TRUE,Brooklyn,11212
257,June 01 2018,DOG,American Pit Bull Mix / Pit Bull Mix,3,F,FALSE,Brooklyn,11223
260,June 02 2018,DOG,Pit Bull,3,M,FALSE,Brooklyn,11233
262,June 01 2018,DOG,ZUCHON,4,M,FALSE,Brooklyn,11217
263,June 01 2018,DOG,HOUND,2,M,TRUE,Brooklyn,
265,June 02 2018,DOG,Dachshund Smooth Coat,11,M,TRUE,Brooklyn,11236
266,June 04 2018,DOG,SMALL MIXED BREED,8,F,FALSE,Brooklyn,11208
270,May 26 2018,DOG,"Bull Dog, English",6,M,TRUE,Brooklyn,11220
272,May 30 2018,DOG,MEDIUM MIXED BREED,5,F,FALSE,Brooklyn,11208
273,June 08 2018,DOG,MEDIUM MIXED BREED,3,M,FALSE,Brooklyn,11208
275,May 26 2018,DOG,Shih Tzu,2,M,FALSE,Brooklyn,11204
279,June 12 2018,DOG,Pit Bull,3,M,FALSE,Brooklyn,11231
281,June 01 2018,DOG,BORDER COLLIE MIX,6,M,TRUE,Brooklyn,11217
284,June 14 2018,DOG,TERRIER/MALTESE MIX,4,F,TRUE,Brooklyn,11205
288,May 23 2018,DOG,German Shepherd,4,M,FALSE,Brooklyn,11234
289,May 30 2018,DOG,SHIH POO,2,F,FALSE,Brooklyn,11203
293,June 09 2018,DOG,Mixed/Other,5,F,FALSE,Brooklyn,11238
296,June 02 2018,DOG,Maltese,6,F,FALSE,Brooklyn,11224
307,June 20 2018,DOG,LARGE MIXED BREED,2,M,FALSE,Brooklyn,11212
308,June 20 2018,DOG,LARGE MIXED BREED,2,F,FALSE,Brooklyn,
313,June 16 2018,DOG,AUSTRALIAN SHEPARD - POODLE MIX,4,M,FALSE,Brooklyn,
316,June 24 2018,DOG,Maltese,9,F,TRUE,Brooklyn,11212
317,June 18 2018,DOG,UNCERTAIN,4,M,TRUE,Brooklyn,11215
318,May 28 2018,DOG,AUSTRALIAN CATTLE DOG,6,M,TRUE,Brooklyn,11238
319,June 24 2018,DOG,LARGE MIXED BREED,1,M,FALSE,Brooklyn,11210
320,June 23 2018,DOG,SMALL MIXED BREED,1,M,FALSE,Brooklyn,11212
323,June 21 2018,DOG,SHIH TZU/MALTESE X,7,M,TRUE,Brooklyn,11236
325,June 21 2018,DOG,Boston Terrier,5,M,TRUE,Brooklyn,11233
326,June 21 2018,DOG,Cane Corso,7,M,FALSE,Brooklyn,11223
327,June 24 2018,DOG,MIXED,1,F,FALSE,Brooklyn,11219
328,June 27 2018,DOG,Chihuahua Crossbreed,2,M,FALSE,Brooklyn,11219
332,June 16 2018,DOG,German Shepherd,4,M,FALSE,Brooklyn,11224
334,June 22 2018,DOG,Labrador Retriever,1,M,TRUE,Brooklyn,11209
336,June 21 2018,DOG,Shiba Inu,3,F,TRUE,Brooklyn,11223
337,June 22 2018,DOG,German Shepherd,5,M,FALSE,Brooklyn,11220
338,June 22 2018,DOG,German Shepherd,5,M,FALSE,Brooklyn,
340,June 23 2018,DOG,PETITE GOLDEN DOODLE,4,M,TRUE,Brooklyn,11201
342,June 23 2018,DOG,Yorkshire Terrier,4,M,FALSE,Brooklyn,11235
346,July 04 2018,DOG,Yorkshire Terrier,8,M,FALSE,Brooklyn,11236
349,July 03 2018,DOG,HOUND MIX,2,M,TRUE,Brooklyn,11209
350,July 05 2018,DOG,"Bull Dog, English",11,M,TRUE,Brooklyn,11234
352,July 06 2018,DOG,LARGE MIXED BREED,2,M,FALSE,Brooklyn,11208
353,July 06 2018,DOG,MEDIUM MIXED BREED,2,F,TRUE,Brooklyn,11203
362,June 29 2018,DOG,Dachshund Smooth Coat,2,F,TRUE,Brooklyn,11236
363,July 09 2018,DOG,LARGE MIXED BREED,5,M,FALSE,Brooklyn,11208
365,July 04 2018,DOG,Pomeranian,8,M,FALSE,Brooklyn,11223
366,July 05 2018,DOG,SPANIEL/POODLE MIX,12,M,TRUE,Brooklyn,11217
368,June 28 2018,DOG,Jack Russ,1,M,TRUE,Brooklyn,11234
377,July 14 2018,DOG,Alaskan Klee Kai,4,M,TRUE,Brooklyn,11225
378,July 10 2018,DOG,"Bull Dog, English",8,M,TRUE,Brooklyn,11249
379,July 12 2018,DOG,Bull Terrier,8,F,TRUE,Brooklyn,11234
384,July 01 2018,DOG,CHOW CHOW/GOLDEN RETRIEVER X,3,F,FALSE,Brooklyn,11220
386,July 17 2018,DOG,Golden Retriever,3,M,TRUE,Brooklyn,11209
387,July 18 2018,DOG,Shih Tzu,7,M,TRUE,Brooklyn,11229
390,July 19 2018,DOG,AUSTRALIAN TERRIER X,12,M,FALSE,Brooklyn,11222
395,July 19 2018,DOG,SHIH TZU X,10,M,TRUE,Brooklyn,
396,July 20 2018,DOG,German Shepherd,10,M,FALSE,Brooklyn,11226
401,July 13 2018,DOG,GOLDEN RETRIEVER X,1,M,TRUE,Brooklyn,11232
403,July 25 2018,DOG,COLLIE MIX,9,M,TRUE,Brooklyn,11237
405,July 04 2018,DOG,ROTTWEILER MIX,7,M,TRUE,Brooklyn,11221
406,July 22 2018,DOG,Shih Tzu,4,M,FALSE,Brooklyn,11216
407,July 20 2018,DOG,GOLDEN DOODLE,5,F,TRUE,Brooklyn,
410,July 28 2018,DOG,LARGE TERRIER CROSS,4,M,FALSE,Brooklyn,11213
411,July 28 2018,DOG,LARGE TERRIER CROSS,4,M,FALSE,Brooklyn,11213
419,July 18 2018,DOG,Labrador Retriever Crossbreed,3,M,TRUE,Brooklyn,11220
421,July 31 2018,DOG,SHIH TZU X,10,M,TRUE,Brooklyn,11223
423,July 21 2018,DOG,TERRIER MIX,4,M,TRUE,Brooklyn,11210
433,July 26 2018,DOG,Maltese,4,M,TRUE,Brooklyn,11236
435,July 27 2018,DOG,SHIH TZU X,7,F,TRUE,Brooklyn,11209
440,July 29 2018,DOG,HOUND X,2,F,TRUE,Brooklyn,11208
443,July 26 2018,DOG,MIXED,0.92,M,TRUE,Brooklyn,11238
444,August 04 2018,DOG,Greyhound,9,F,TRUE,Brooklyn,11209
448,August 10 2018,DOG,Staffordshire Bull Terrier,3,M,FALSE,Brooklyn,11211
449,August 05 2018,DOG,LABRADOR / SHEPHERD MIX,8,F,TRUE,Brooklyn,11220
450,August 13 2018,DOG,Chihuahua Crossbreed,6,M,TRUE,Brooklyn,11220
460,July 30 2018,DOG,"Bull Dog, English",2,F,FALSE,Brooklyn,11237
462,August 18 2018,DOG,BEAGLE MIX,5,M,TRUE,Brooklyn,11215
464,August 19 2018,DOG,LARGE MIXED BREED,7,M,FALSE,Brooklyn,11206
467,August 16 2018,DOG,ENGLISH POINTER,5,M,FALSE,Brooklyn,11207
471,July 28 2018,DOG,"Shar-Pei, Chinese",4,M,TRUE,Brooklyn,11216
472,August 19 2018,DOG,LARGE MIXED BREED,2,U,FALSE,Brooklyn,11216
473,August 13 2018,DOG,Shiba Inu,0.33,M,FALSE,Brooklyn,11219
474,August 21 2018,DOG,German Shepherd Crossbreed,5,M,TRUE,Brooklyn,11204
479,August 23 2018,DOG,American Pit Bull Terrier/Pit Bull,1,M,FALSE,Brooklyn,11220
482,August 20 2018,DOG,Mixed/Other,2,F,TRUE,Brooklyn,11226
488,August 15 2018,DOG,American Pit Bull Mix / Pit Bull Mix,7,F,FALSE,Brooklyn,11236
490,August 31 2018,DOG,Pit Bull,2,M,FALSE,Brooklyn,11222
492,August 30 2018,DOG,German Shepherd Crossbreed,5,F,TRUE,Brooklyn,11208
493,August 29 2018,DOG,PIT BULL/BOXER MIX,3,M,TRUE,Brooklyn,
494,August 25 2018,DOG,BICHON FRISE/CAVALIER KING CHARLES MIX,4,M,TRUE,Brooklyn,11209
497,August 31 2018,DOG,Pit Bull,1,F,FALSE,Brooklyn,11222
500,August 29 2018,DOG,German Shepherd,8,M,FALSE,Brooklyn,11235
501,September 01 2018,DOG,LARGE MIXED BREED,2,M,FALSE,Brooklyn,11230
502,September 05 2018,DOG,"Collie, Rough Coat",3,M,FALSE,Brooklyn,11207
503,August 25 2018,DOG,Shih Tzu,5,M,TRUE,Brooklyn,11215
504,September 06 2018,DOG,SMALL MIXED BREED,3,M,FALSE,Brooklyn,11208
506,August 29 2018,DOG,LABRADOR / SHEPHERD MIX,10,M,TRUE,Brooklyn,11237
510,September 03 2018,DOG,BASENJI,10,M,FALSE,Brooklyn,11239
511,August 31 2018,DOG,MIXED BREED,4,F,TRUE,Brooklyn,11201
513,August 31 2018,DOG,YORKIE/SCHNAUZER X,7,M,FALSE,Brooklyn,11230
514,September 09 2018,DOG,LARGE MIXED BREED,0.58,M,FALSE,Brooklyn,11234
516,September 10 2018,DOG,LARGE MIXED BREED,3,M,FALSE,Brooklyn,11225
519,September 07 2018,DOG,CORGI-DACHSHUND X,4,M,TRUE,Brooklyn,11231
520,September 14 2018,DOG,POINTER MIX,5,M,TRUE,Brooklyn,11223
521,September 09 2018,DOG,German Shepherd Crossbreed,12,F,FALSE,Brooklyn,11220
522,August 24 2018,DOG,Shiba Inu,6,M,FALSE,Brooklyn,11228
524,September 15 2018,DOG,MIXED BREED,2,F,FALSE,Brooklyn,11208
525,September 17 2018,DOG,MEDIUM MIXED BREED,6,F,FALSE,Brooklyn,11208
526,September 06 2018,DOG,Tibetan Terrier,14,M,TRUE,Brooklyn,11231
527,September 11 2018,DOG,German Shepherd,11,M,TRUE,Brooklyn,11235
540,August 16 2018,DOG,Siberian Husky,0.42,M,FALSE,Brooklyn,11232
542,September 17 2018,DOG,Wheaton Terrier,0.92,M,FALSE,Brooklyn,11235
543,September 18 2018,DOG,Chihuahua,1,M,TRUE,Brooklyn,11208
545,September 22 2018,DOG,German Shepherd,3,M,FALSE,Brooklyn,11218
549,September 27 2018,DOG,Pit Bull,6,M,FALSE,Brooklyn,11225
551,September 30 2018,DOG,German Shepherd,4,M,TRUE,Brooklyn,
552,September 17 2018,DOG,Doberman Pinscher,8,M,TRUE,Brooklyn,11234
554,September 17 2018,DOG,Maltese,8,F,FALSE,Brooklyn,11230
555,September 29 2018,DOG,MEDIUM MIXED BREED,2,F,FALSE,Brooklyn,11234
559,September 26 2018,DOG,LABRADOR/PIT BULL X,7,F,FALSE,Brooklyn,11207
560,September 23 2018,DOG,Boston Terrier,2,M,TRUE,Brooklyn,11217
564,October 04 2018,DOG,SMALL MIXED BREED,7,M,FALSE,Brooklyn,11217
566,October 03 2018,DOG,Siberian Husky,2,F,FALSE,Brooklyn,11214
570,September 29 2018,DOG,MIXED,11,F,TRUE,Brooklyn,11229
571,September 26 2018,DOG,JACK RUSSELL MIX,9,M,TRUE,Brooklyn,11203
576,October 12 2018,DOG,American Pit Bull Mix / Pit Bull Mix,8,M,FALSE,Brooklyn,11208
579,October 14 2018,DOG,TERRIER MIX,5,M,TRUE,Brooklyn,
582,October 16 2018,DOG,LARGE MIXED BREED,6,M,FALSE,Brooklyn,11208
583,October 10 2018,DOG,SMALL MIXED BREED,6,M,FALSE,Brooklyn,11224
585,October 16 2018,DOG,Labrador Retriever,6,M,TRUE,Brooklyn,11228
587,October 22 2018,DOG,"Bull Dog, French",5,M,FALSE,Brooklyn,11235
589,October 21 2018,DOG,LARGE MIXED BREED,2,M,FALSE,Brooklyn,11208
590,October 26 2018,DOG,MEDIUM MIXED BREED,4,M,FALSE,Brooklyn,11208
597,October 06 2018,DOG,TERRIER,3,U,FALSE,Brooklyn,11216
608,October 13 2018,DOG,Pit Bull,3,M,FALSE,Brooklyn,11223
617,November 01 2018,DOG,Australian Shepherd,3,F,TRUE,Brooklyn,11222
618,November 07 2018,DOG,MEDIUM MIXED BREED,3,M,FALSE,Brooklyn,11213
619,October 22 2018,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,TRUE,Brooklyn,11237
623,October 20 2018,DOG,AMERICAN STAFF TERRIER X,9,M,TRUE,Brooklyn,11235
624,November 09 2018,DOG,Shiba Inu,3,F,TRUE,Brooklyn,11223
625,October 29 2018,DOG,Cotton De Tulear,10,M,TRUE,Brooklyn,11223
627,October 28 2018,DOG,Pit Bull,4,M,TRUE,Brooklyn,11211
628,November 12 2018,DOG,"Bull Dog, English",3,F,TRUE,Brooklyn,11249
633,October 25 2018,DOG,TERRIER X,8,M,TRUE,Brooklyn,11206
635,November 15 2018,DOG,Cock-A-Poo,11,M,TRUE,Brooklyn,11225
638,November 17 2018,DOG,MEDIUM MIXED BREED,5,M,FALSE,Brooklyn,11204
639,November 20 2018,DOG,MEDIUM MIXED BREED,3,M,FALSE,Brooklyn,11235
648,October 21 2018,DOG,MALTIPOO,5,M,FALSE,Brooklyn,11233
650,November 26 2018,DOG,Mixed/Other,5,F,FALSE,Brooklyn,11223
651,November 24 2018,DOG,Shih Tzu,6,M,FALSE,Brooklyn,11208
654,November 25 2018,DOG,Mixed/Other,1,M,FALSE,Brooklyn,11231
659,November 28 2018,DOG,AMERICAN STAFF TERRIER X,4,M,TRUE,Brooklyn,11217
661,October 28 2018,DOG,American Pit Bull Mix / Pit Bull Mix,3,F,TRUE,Brooklyn,11207
666,December 05 2018,DOG,Shih Tzu,5,F,TRUE,Brooklyn,11239
667,November 05 2018,DOG,Staffordshire Bull Terrier,3,M,TRUE,Brooklyn,11231
668,December 09 2018,DOG,Pit Bull,2,M,FALSE,Brooklyn,11236
671,November 19 2018,DOG,American Pit Bull Terrier/Pit Bull,1,F,TRUE,Brooklyn,11234
672,December 11 2018,DOG,PIT BULL / BEAGLE X,1,F,FALSE,Brooklyn,11204
675,December 17 2018,DOG,Shih Tzu,2,F,TRUE,Brooklyn,11220
678,November 22 2018,DOG,Labrador Retriever,3,M,TRUE,Brooklyn,11209
683,December 17 2018,DOG,"Dachshund, Wirehaired",11,F,FALSE,Brooklyn,11218
684,December 02 2018,DOG,Beagle,2,M,TRUE,Brooklyn,11219
685,December 14 2018,DOG,Bull dog,1,M,FALSE,Brooklyn,11208
686,December 03 2018,DOG,CATTLE DOG,2,F,FALSE,Brooklyn,11201
687,January 03 2019,DOG,Bichon Frise,2,F,FALSE,Brooklyn,11218
691,December 13 2018,DOG,German Shepherd Crossbreed,14,F,TRUE,Brooklyn,11231
692,December 15 2018,DOG,American Pit Bull Terrier/Pit Bull,3,M,TRUE,Brooklyn,11217
693,December 18 2018,DOG,POMERANIAN MIX,2,F,FALSE,Brooklyn,11234
694,November 29 2018,DOG,American Staffordshire Terrier,3,M,FALSE,Brooklyn,
697,December 15 2018,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,TRUE,Brooklyn,11221
698,January 08 2019,DOG,Chow Chow,8,M,FALSE,Brooklyn,11226
701,August 26 2018,DOG,BORDER COLLIE X,6,F,TRUE,Brooklyn,11201
702,December 15 2018,DOG,Bull dog,6,M,FALSE,Brooklyn,11238
705,January 05 2019,DOG,Golden Retriever,3,M,TRUE,Brooklyn,11201
707,January 13 2019,DOG,UNKNOWN,10,U,FALSE,Brooklyn,11207
709,January 03 2019,DOG,Mixed/Other,10,M,FALSE,Brooklyn,11208
711,December 09 2018,DOG,Staffordshire Bull Terrier,1,M,TRUE,Brooklyn,11215
713,January 16 2019,DOG,Havanese,12,M,FALSE,Brooklyn,11230
715,December 25 2018,DOG,"Bull Dog, French",3,M,TRUE,Brooklyn,
716,December 31 2018,DOG,"Poodle, Toy",3,M,TRUE,Brooklyn,11231
717,December 23 2018,DOG,Pit Bull,1,F,TRUE,Brooklyn,11207
720,January 04 2019,DOG,Pit Bull,5,F,FALSE,Brooklyn,11208
721,December 26 2018,DOG,Pomeranian,8,M,FALSE,Brooklyn,11249
724,January 07 2019,DOG,SMALL MIXED BREED,4,M,FALSE,Brooklyn,
